const,profile
1,0.84199133
1,0.858406503
1,0.935486447
1,1.034512763
1,1.075015419
1,1.093750127
1,1.078405509
1,1.035404892
1,1.029159989
1,1.012923242
1,1.02487777
1,1.192776444
1,1.310894321
1,1.325703662
1,1.28502258
1,1.2332791
1,1.157269711
1,1.047716272
1,0.927814137
1,0.8576928
1,0.799882842
1,0.780612856
1,0.764911386
1,0.762234999
1,0.769015179
1,0.780612856
1,0.81522746
1,0.914789054
1,1.007570468
1,1.075550696
1,1.089467908
1,1.038973408
1,1.02826786
1,0.991512146
1,0.999362881
1,1.119800294
1,1.214365965
1,1.245768905
1,1.247910015
1,1.211511152
1,1.123011958
1,0.993296404
1,0.89587592
1,0.828252543
1,0.795065345
1,0.773475824
1,0.773297398
1,0.792032107
1,0.879817598
1,1.067164684
1,1.244876776
1,1.346401054
1,1.375306033
1,1.38137251
1,1.284665729
1,1.323740978
1,1.358534008
1,1.347293183
1,1.351575402
1,1.431510159
1,1.500025664
1,1.495386593
1,1.445784222
1,1.391185929
1,1.29608498
1,1.129256861
1,0.986337798
1,0.917287015
1,0.885348798
1,0.867684644
1,0.863759277
1,0.876249082
1,0.949403659
1,1.124974642
1,1.301437753
1,1.382443065
1,1.400642496
1,1.424908404
1,1.329272178
1,1.373343349
1,1.407422676
1,1.397430832
1,1.402248328
1,1.452207551
1,1.516440837
1,1.507876399
1,1.47344022
1,1.404924715
1,1.307325805
1,1.14246037
1,1.00025501
1,0.926029879
1,0.878747044
1,0.865365109
1,0.859833909
1,0.87000418
1,0.952258471
1,1.123368809
1,1.288769522
1,1.359961414
1,1.376376588
1,1.379409826
1,1.265574169
1,1.295371276
1,1.30964534
1,1.294657573
1,1.297512386
1,1.372986498
1,1.468444298
1,1.469514853
1,1.433651268
1,1.382621491
1,1.286093135
1,1.111414281
1,0.982590857
1,0.911220538
1,0.875892231
1,0.856265393
1,0.849663639
1,0.868041496
1,0.935486447
1,1.101957714
1,1.261827227
1,1.336587635
1,1.348542164
1,1.337836616
1,1.227391048
1,1.260221395
1,1.276458142
1,1.263076207
1,1.265217317
1,1.332305416
1,1.439539319
1,1.448817461
1,1.413310727
1,1.35550077
1,1.268428981
1,1.104277249
1,0.978308638
1,0.910328409
1,0.87000418
1,0.859833909
1,0.853232155
1,0.868219922
1,0.942445053
1,1.101422437
1,1.253798066
1,1.319637185
1,1.333732822
1,1.328201623
1,1.229353732
1,1.245768905
1,1.263433059
1,1.243806221
1,1.236133912
1,1.294835999
1,1.395111296
1,1.395111296
1,1.364422059
1,1.312321727
1,1.247553163
1,1.120870848
1,0.989549463
1,0.905332487
1,0.849128362
1,0.818795976
1,0.815584312
1,0.816298015
1,0.832534763
1,0.843954013
1,0.932453208
1,1.022022958
1,1.049322104
1,1.065380426
1,1.045753588
1,1.003645101
1,0.995259088
1,0.96546198
1,0.977059657
1,1.117480758
1,1.284487303
1,1.301437753
1,1.268964259
1,1.222573552
1,1.146921014
1,1.039151834
1,0.916573312
1,0.840563923
1,0.78257554
1,0.764197683
1,0.747604084
1,0.748139361
1,0.761878147
1,0.75242158
1,0.8016671
1,0.890523146
1,0.969030496
1,0.996686495
1,0.97777336
1,0.922818215
1,0.896054346
1,0.882850837
1,0.894270088
1,1.025234622
1,1.177967103
1,1.225785216
1,1.213473836
1,1.172792755
1,1.099816604
1,0.980806599
1,0.880709727
1,0.818439125
1,0.792924236
1,0.775973785
1,0.779899153
1,0.79827701
1,0.886240927
1,1.049143678
1,1.233814377
1,1.325703662
1,1.350683273
1,1.350861699
1,1.232922248
1,1.267001575
1,1.28841267
1,1.260935098
1,1.262897782
1,1.336052358
1,1.45095857
1,1.455240789
1,1.422053591
1,1.362994653
1,1.262005653
1,1.099102901
1,0.972420586
1,0.906581468
1,0.866970941
1,0.857157522
1,0.855908542
1,0.868219922
1,0.942088201
1,1.106061507
1,1.271997497
1,1.348363738
1,1.372094369
1,1.385654729
1,1.294300722
1,1.333375971
1,1.366384743
1,1.360318266
1,1.347650035
1,1.410277489
1,1.494137613
1,1.483253639
1,1.444713667
1,1.375127607
1,1.277707123
1,1.113733816
1,0.976881231
1,0.905689339
1,0.872323715
1,0.860190761
1,0.852875303
1,0.857514374
1,0.933166911
1,1.09660494
1,1.260042969
1,1.326060513
1,1.358355582
1,1.366027892
1,1.268428981
1,1.307682656
1,1.340691429
1,1.331056436
1,1.326952642
1,1.37245122
1,1.472548092
1,1.462199395
1,1.422767295
1,1.368704278
1,1.267001575
1,1.107488914
1,0.981341876
1,0.907295171
1,0.869468902
1,0.853767432
1,0.85430271
1,0.871431586
1,0.941731349
1,1.096248088
1,1.269677962
1,1.334803377
1,1.343724667
1,1.349077441
1,1.247910015
1,1.273068052
1,1.289304799
1,1.270213239
1,1.276814994
1,1.32195672
1,1.446854777
1,1.443107835
1,1.412418598
1,1.364957337
1,1.263968336
1,1.104812527
1,0.975632251
1,0.907473597
1,0.868041496
1,0.849663639
1,0.851804748
1,0.862510296
1,0.933523763
1,1.096426514
1,1.269499536
1,1.351575402
1,1.379766678
1,1.388687968
1,1.304292566
1,1.324276255
1,1.357998731
1,1.337479764
1,1.327131068
1,1.358355582
1,1.46326995
1,1.468265872
1,1.430974881
1,1.379409826
1,1.303578863
1,1.151024808
1,1.024699344
1,0.938162834
1,0.884278243
1,0.856622245
1,0.84538142
1,0.836995407
1,0.866257238
1,0.868576773
1,0.957075968
1,1.065023574
1,1.106061507
1,1.119443442
1,1.108024191
1,1.082687728
1,1.102314566
1,1.086969947
1,1.111235855
1,1.235241783
1,1.377268717
1,1.36352993
1,1.326952642
1,1.26932111
1,1.210440598
1,1.091965869
1,0.975096973
1,0.886776204
1,0.825576156
1,0.791318404
1,0.78382452
1,0.779542301
1,0.784716649
1,0.777401192
1,0.818795976
1,0.938341259
1,1.037010724
1,1.100351882
1,1.109630023
1,1.076978103
1,1.066272555
1,1.045753588
1,1.078048657
1,1.161908781
1,1.308039508
1,1.349077441
1,1.354965492
1,1.305541547
1,1.197058663
1,1.061633484
1,0.944050885
1,0.868933625
1,0.835032724
1,0.819688105
1,0.820044957
1,0.841277627
1,0.934951169
1,1.099102901
1,1.301794605
1,1.404032586
1,1.446676351
1,1.45773875
1,1.356928176
1,1.382086213
1,1.398144535
1,1.376555013
1,1.377803994
1,1.410455915
1,1.556586641
1,1.564615802
1,1.543739984
1,1.483432065
1,1.378160846
1,1.187780522
1,1.037546002
1,0.956005413
1,0.914432203
1,0.899801287
1,0.893199533
1,0.913361648
1,0.99008474
1,1.149597401
1,1.336052358
1,1.412953876
1,1.425443681
1,1.420447759
1,1.318923481
1,1.346757906
1,1.368347427
1,1.355322344
1,1.358355582
1,1.394576019
1,1.542312578
1,1.559263028
1,1.536959804
1,1.473975498
1,1.356392899
1,0.92049868
1,1.169581091
1,1.032550079
1,0.951723194
1,0.915145906
1,0.898373881
1,0.900514991
1,0.914432203
1,0.990263166
1,1.146385737
1,1.326952642
1,1.404389438
1,1.425978959
1,1.41955563
1,1.315890243
1,1.339620874
1,1.35550077
1,1.344616796
1,1.344081519
1,1.375662884
1,1.530001198
1,1.54052832
1,1.519830927
1,1.456132918
1,1.343903093
1,1.167261555
1,1.016670184
1,0.952793749
1,0.917643867
1,0.899622862
1,0.893021107
1,0.907652022
1,0.987765205
1,1.13139797
1,1.311964875
1,1.382086213
1,1.399928793
1,1.400999347
1,1.295192851
1,1.322848849
1,1.351575402
1,1.346936331
1,1.369774833
1,1.409920637
1,1.525183701
1,1.530001198
1,1.492353355
1,1.432580713
1,1.336944487
1,1.167975258
1,1.023450364
1,0.949403659
1,0.907652022
1,0.891950552
1,0.89034472
1,0.903369803
1,0.976167528
1,1.126580474
1,1.287342116
1,1.354430215
1,1.367812149
1,1.367812149
1,1.266823149
1,1.300545625
1,1.314462837
1,1.29733396
1,1.276101291
1,1.292516464
1,1.440609874
1,1.452742828
1,1.414559708
1,1.358534008
1,1.291089057
1,1.144066202
1,1.010960558
1,0.921926086
1,0.881958708
1,0.850020491
1,0.833783743
1,0.838065962
1,0.859120206
1,0.859655483
1,0.956897542
1,1.045575163
1,1.075550696
1,1.083223005
1,1.055923859
1,1.013458519
1,1.00792732
1,0.99561594
1,0.992761127
1,1.067699961
1,1.294122296
1,1.312678579
1,1.276279716
1,1.235955486
1,1.176539697
1,1.070376348
1,0.951544768
1,0.863937703
1,0.812907925
1,0.785608778
1,0.772048418
1,0.774546379
1,0.779542301
1,0.748674639
1,0.818082273
1,0.899087584
1,0.954399581
1,0.972599012
1,0.962964019
1,0.915502758
1,0.901585545
1,0.868576773
1,0.871074734
1,0.954221155
1,1.18064349
1,1.228104751
1,1.256117601
1,1.214544391
1,1.129792138
1,1.008462597
1,0.902299249
1,0.841099201
1,0.806841448
1,0.795957474
1,0.793816365
1,0.814692183
1,0.914610629
1,1.057708117
1,1.257723434
1,1.335160229
1,1.368169001
1,1.367812149
1,1.270034813
1,1.293230167
1,1.309110063
1,1.291981186
1,1.285379432
1,1.290196928
1,1.453278106
1,1.470585408
1,1.43739821
1,1.387438987
1,1.304827844
1,1.137642873
1,1.007213616
1,0.930133673
1,0.893556385
1,0.868755199
1,0.868576773
1,0.885527224
1,0.96207189
1,1.107667339
1,1.292516464
1,1.345508925
1,1.366384743
1,1.370845388
1,1.266644723
1,1.289304799
1,1.308931637
1,1.287520541
1,1.279312955
1,1.294479147
1,1.453813383
1,1.457917176
1,1.439360894
1,1.381550936
1,1.287520541
1,1.126580474
1,0.984375115
1,0.914432203
1,0.88231556
1,0.863580851
1,0.859120206
1,0.882137134
1,0.954756433
1,1.102314566
1,1.279312955
1,1.338371893
1,1.346757906
1,1.348185312
1,1.242735667
1,1.269856388
1,1.291089057
1,1.267536852
1,1.254868621
1,1.270748517
1,1.43400812
1,1.448639035
1,1.41063434
1,1.368882704
1,1.283595174
1,1.124796216
1,0.985267244
1,0.917287015
1,0.876605934
1,0.866257238
1,0.863045574
1,0.884099817
1,0.952972175
1,1.096069663
1,1.280561935
1,1.35335966
1,1.371737517
1,1.366027892
1,1.262897782
1,1.29394387
1,1.332483842
1,1.32409783
1,1.305898398
1,1.325882087
1,1.451493848
1,1.460950415
1,1.419912482
1,1.362637801
1,1.272175923
1,1.111771133
1,0.978308638
1,0.894091662
1,0.87339427
1,0.861618167
1,0.851626323
1,0.861261316
1,0.94298033
1,1.087148373
1,1.259686117
1,1.31856663
1,1.331591713
1,1.329272178
1,1.232386971
1,1.262005653
1,1.281454064
1,1.27146222
1,1.253976492
1,1.245590479
1,1.372272794
1,1.375306033
1,1.334624951
1,1.276279716
1,1.219005036
1,1.088218928
1,0.978665489
1,0.896589623
1,0.853945858
1,0.824684028
1,0.812372648
1,0.813621628
1,0.835032724
1,0.820937086
1,0.91496748
1,1.006856765
1,1.026840454
1,1.035761744
1,1.010425281
1,0.964569851
1,0.960644484
1,0.928884692
1,0.919428125
1,0.971350032
1,1.193133296
1,1.220254016
1,1.198664495
1,1.146564163
1,1.086077818
1,0.98883576
1,0.893021107
1,0.815405886
1,0.779542301
1,0.757060651
1,0.739396497
1,0.745998252
1,0.758488057
1,0.706923002
1,0.773297398
1,0.849663639
1,0.902120823
1,0.924602473
1,0.908544151
1,0.85430271
1,0.841277627
1,0.802559229
1,0.80291608
1,0.864829832
1,1.095712811
1,1.141746666
1,1.146921014
1,1.117302332
1,1.049322104
1,0.944050885
1,0.853589006
1,0.795957474
1,0.768479902
1,0.757060651
1,0.76134287
1,0.789890997
1,0.884278243
1,1.010960558
1,1.193311721
1,1.254154918
1,1.278599252
1,1.280205084
1,1.18064349
1,1.216685501
1,1.232386971
1,1.226677345
1,1.2222167
1,1.232386971
1,1.359426137
1,1.361924098
1,1.330699584
1,1.281810916
1,1.195988108
1,1.053961175
1,0.93066895
1,0.861439741
1,0.831999485
1,0.816476441
1,0.813264777
1,0.832891614
1,0.908008874
1,1.039151834
1,1.206158379
1,1.257366582
1,1.273960181
1,1.271105368
1,1.166369426
1,1.195274405
1,1.219718739
1,1.207050508
1,1.200448753
1,1.192062741
1,1.349612718
1,1.356036047
1,1.316603946
1,1.259507692
1,1.191884315
1,1.051998491
1,0.945835143
1,0.882672411
1,0.8466304
1,0.831642634
1,0.829501524
1,0.848949936
1,0.921033957
1,1.050571085
1,1.219897165
1,1.277528697
1,1.292516464
1,1.291267483
1,1.197237089
1,1.242557241
1,1.268607407
1,1.272175923
1,1.270391665
1,1.260935098
1,1.388866393
1,1.392791761
1,1.353894937
1,1.297869238
1,1.222395126
1,1.070376348
1,0.949403659
1,0.883029263
1,0.850377342
1,0.833962169
1,0.832177911
1,0.850020491
1,0.918714422
1,1.03933026
1,1.207228933
1,1.26593102
1,1.295549702
1,1.306076824
1,1.209013191
1,1.239880854
1,1.256652879
1,1.249158995
1,1.232565396
1,1.223644107
1,1.364065208
1,1.37584131
1,1.329985881
1,1.280561935
1,1.209726895
1,1.056102284
1,0.946548846
1,0.879460747
1,0.851983174
1,0.83307004
1,0.82967995
1,0.844846142
1,0.919963402
1,1.044326182
1,1.210619023
1,1.267715278
1,1.289126374
1,1.298404515
1,1.20187616
1,1.234349654
1,1.269677962
1,1.261827227
1,1.233814377
1,1.22899688
1,1.350504847
1,1.351932254
1,1.305184695
1,1.241843538
1,1.159232394
1,1.044326182
1,0.947440975
1,0.874107973
1,0.832534763
1,0.8016671
1,0.789890997
1,0.78721461
1,0.798098584
1,0.783646095
1,0.902834526
1,0.998470752
1,1.025413048
1,1.046645717
1,1.031301099
1,1.010425281
1,1.013101668
1,0.997757049
1,0.993653256
1,1.034691189
1,1.174220161
1,1.178145529
1,1.172435903
1,1.116410203
1,1.050927936
1,0.952258471
1,0.855373264
1,0.784359798
1,0.748674639
1,0.728869375
1,0.716736421
1,0.699250693
1,0.690864681
1,0.676233766
1,0.743678716
1,0.837709111
1,0.928706266
1,0.976345954
1,0.972242161
1,0.92941997
1,0.931561079
1,0.914253777
1,0.9137185
1,0.975989102
1,1.14585046
1,1.177967103
1,1.180286638
1,1.128900009
1,1.049322104
1,0.933166911
1,0.851447897
1,0.787749888
1,0.75795278
1,0.752600006
1,0.749209916
1,0.778293321
1,0.86108289
1,1.004358804
1,1.207585785
1,1.309823766
1,1.351575402
1,1.370131685
1,1.268964259
1,1.308931637
1,1.327844771
1,1.317674501
1,1.293408593
1,1.279491381
1,1.40938536
1,1.428120068
1,1.394040741
1,1.326952642
1,1.247017886
1,1.085364115
1,0.952436897
1,0.89373481
1,0.858763354
1,0.83985022
1,0.842705033
1,0.854124284
1,0.922996641
1,1.056459136
1,1.252549085
1,1.315533391
1,1.340869854
1,1.351932254
1,1.25700973
1,1.286449987
1,1.306076824
1,1.293408593
1,1.288055819
1,1.262362504
1,1.420269333
1,1.439004042
1,1.408493231
1,1.35121855
1,1.263433059
1,1.090895315
1,0.970457903
1,0.900871842
1,0.862153445
1,0.841099201
1,0.846987252
1,0.868933625
1,0.94298033
1,1.070197922
1,1.26932111
1,1.323562552
1,1.340513003
1,1.347650035
1,1.247196312
1,1.285914709
1,1.302686734
1,1.290196928
1,1.265395743
1,1.260221395
1,1.423837849
1,1.461485692
1,1.438468765
1,1.381907787
1,1.296441831
1,1.133360654
1,0.991155295
1,0.921212383
1,0.872858992
1,0.854481135
1,0.859655483
1,0.879103895
1,0.952793749
1,1.091252166
1,1.282346193
1,1.375662884
1,1.401356199
1,1.406352121
1,1.298939792
1,1.330342732
1,1.349077441
1,1.325703662
1,1.311964875
1,1.292694889
1,1.447746906
1,1.486465304
1,1.457203473
1,1.404746289
1,1.306968953
1,1.147456292
1,1.010425281
1,0.926565157
1,0.89587592
1,0.877498063
1,0.870361031
1,0.896946475
1,0.96885207
1,1.102849843
1,1.282881471
1,1.348363738
1,1.367098446
1,1.370488536
1,1.285914709
1,1.313392282
1,1.347650035
1,1.334446526
1,1.309110063
1,1.297155534
1,1.438825616
1,1.46326995
1,1.4352571
1,1.372629646
1,1.287342116
1,1.13692917
1,1.018454442
1,0.927992563
1,0.886419353
1,0.856979097
1,0.84538142
1,0.843775588
1,0.858049651
1,0.857157522
1,0.957432819
1,1.065915703
1,1.130505841
1,1.151560085
1,1.148348421
1,1.12800788
1,1.132825377
1,1.127829454
1,1.126580474
1,1.156734433
1,1.306076824
1,1.339442448
1,1.313749133
1,1.248623718
1,1.176004419
1,1.074658567
1,0.948868381
1,0.859655483
1,0.811480519
1,0.77918545
1,0.767944625
1,0.765446663
1,0.773475824
1,0.730653633
1,0.8071983
1,0.897660178
1,0.971706883
1,1.004715655
1,0.993296404
1,0.944764588
1,0.928884692
1,0.894805365
1,0.896589623
1,0.947619401
1,1.161016652
1,1.20990532
1,1.210083746
1,1.176004419
1,1.123725661
1,1.001682417
1,0.903726655
1,0.835924853
1,0.782753966
1,0.771869992
1,0.768836753
1,0.792032107
1,0.841456052
1,0.905510913
1,1.091609018
1,1.188137373
1,1.217042352
1,1.222038274
1,1.153701195
1,1.151738511
1,1.155663878
1,1.130327415
1,1.097853921
1,1.09660494
1,1.275744439
1,1.32534681
1,1.287342116
1,1.235777061
1,1.1772534
1,1.041114518
1,0.937627556
1,0.864116128
1,0.823613473
1,0.797384881
1,0.780791282
1,0.782753966
1,0.778471746
1,0.760629167
1,0.830036801
1,0.902834526
1,0.956897542
1,0.971528457
1,0.950831065
1,0.916394886
1,0.890701572
1,0.854659561
1,0.847879381
1,0.883207688
1,1.111414281
1,1.192776444
1,1.192776444
1,1.164406742
1,1.11444752
1,1.005429359
1,0.888738888
1,0.832177911
1,0.79488692
1,0.784359798
1,0.775081656
1,0.808090429
1,0.875713805
1,0.98669465
1,1.195095979
1,1.284308877
1,1.315711817
1,1.31856663
1,1.221502997
1,1.256474453
1,1.277885548
1,1.257901859
1,1.232922248
1,1.204374121
1,1.369774833
1,1.414202856
1,1.399393515
1,1.348185312
1,1.269677962
1,1.118194461
1,0.979022341
1,0.90604619
1,0.867327793
1,0.851269471
1,0.849128362
1,0.872680567
1,0.924424047
1,1.049143678
1,1.238096596
1,1.301794605
1,1.330699584
1,1.346401054
1,1.260042969
1,1.296977109
1,1.326060513
1,1.306968953
1,1.293051741
1,1.286628412
1,1.413846005
1,1.437755061
1,1.411883321
1,1.343724667
1,1.276101291
1,1.105169378
1,0.96885207
1,0.89801703
1,0.858049651
1,0.845559846
1,0.847879381
1,0.86447298
1,0.932631634
1,1.06734311
1,1.249872699
1,1.310359043
1,1.346757906
1,1.356571324
1,1.263433059
1,1.296620257
1,1.337836616
1,1.333732822
1,1.327666345
1,1.287520541
1,1.387795839
1,1.397609257
1,1.351932254
1,1.295014425
1,1.213473836
1,1.081617173
1,0.966354109
1,0.901228694
1,0.856622245
1,0.820937086
1,0.807376725
1,0.808625706
1,0.822364492
1,0.825219305
1,0.901942397
1,1.018454442
1,1.069127368
1,1.099638179
1,1.081438747
1,1.040936092
1,1.033620634
1,1.00792732
1,1.022736661
1,1.052712194
1,1.219897165
1,1.260578246
1,1.242914093
1,1.18956478
1,1.120692422
1,1.023271938
1,0.912647945
1,0.82628986
1,0.781861837
1,0.754205838
1,0.747425658
1,0.739753349
1,0.725479285
1,0.709956241
1,0.792567384
1,0.868398347
1,0.927814137
1,0.970101051
1,0.964391426
1,0.912112667
1,0.893913236
1,0.874107973
1,0.873572696
1,0.915324332
1,1.123547235
1,1.194382276
1,1.208121062
1,1.178680806
1,1.104098823
1,0.972955864
1,0.880531302
1,0.81183737
1,0.779542301
1,0.765981941
1,0.771869992
1,0.799882842
1,0.861439741
1,1.01131741
1,1.207764211
1,1.283238322
1,1.303400437
1,1.312857004
1,1.221324571
1,1.254868621
1,1.283238322
1,1.275566013
1,1.272175923
1,1.241129835
1,1.361210395
1,1.402962031
1,1.376733439
1,1.316068669
1,1.249515847
1,1.082866154
1,0.949403659
1,0.877141211
1,0.844667717
1,0.830215227
1,0.823613473
1,0.841099201
1,0.893199533
1,1.034869615
1,1.218291333
1,1.283595174
1,1.309823766
1,1.329272178
1,1.229175306
1,1.266287872
1,1.290375354
1,1.278777677
1,1.256652879
1,1.242735667
1,1.354430215
1,1.385297877
1,1.357641879
1,1.301259328
1,1.226320494
1,1.069305793
1,0.953685878
1,0.883742966
1,0.84538142
1,0.829323098
1,0.825040879
1,0.844667717
1,0.902477674
1,1.037367576
1,1.212938559
1,1.274138607
1,1.285736283
1,1.297512386
1,1.205979953
1,1.236490764
1,1.267715278
1,1.250586402
1,1.233992803
1,1.215971797
1,1.334446526
1,1.364243634
1,1.309288488
1,1.26807213
1,1.199378198
1,1.053961175
1,0.937984408
1,0.870896309
1,0.840385498
1,0.82753884
1,0.824862453
1,0.842169755
1,0.895697494
1,1.028803138
1,1.195988108
1,1.266644723
1,1.302151457
1,1.315890243
1,1.210619023
1,1.242557241
1,1.266644723
1,1.247017886
1,1.2222167
1,1.182606174
1,1.294300722
1,1.349791144
1,1.312500153
1,1.276279716
1,1.200448753
1,1.04057924
1,0.936913853
1,0.869290476
1,0.831642634
1,0.821293937
1,0.821293937
1,0.841812904
1,0.875713805
1,1.023807215
1,1.202411437
1,1.25576075
1,1.262719356
1,1.271105368
1,1.179572935
1,1.210797449
1,1.242914093
1,1.224536236
1,1.197058663
1,1.152273788
1,1.272532775
1,1.330164307
1,1.293765444
1,1.235241783
1,1.182784599
1,1.065023574
1,0.951544768
1,0.872502141
1,0.831999485
1,0.800061268
1,0.790069423
1,0.782040262
1,0.771334715
1,0.788820443
1,0.89034472
1,0.985445669
1,1.010782132
1,1.028089435
1,1.017740738
1,0.972955864
1,0.964569851
1,0.937270705
1,0.932096356
1,0.944407736
1,1.107310488
1,1.20651523
1,1.179216083
1,1.126402048
1,1.059849226
1,0.966175683
1,0.864116128
1,0.791139978
1,0.746176677
1,0.722981324
1,0.712275776
1,0.711918925
1,0.674806359
1,0.68283552
1,0.760093889
1,0.824684028
1,0.879639173
1,0.9026561
1,0.879460747
1,0.828609395
1,0.795600623
1,0.77026416
1,0.757060651
1,0.776330637
1,0.926208305
1,1.046288866
1,1.060562929
1,1.023807215
1,0.968138367
1,0.865543535
1,0.79952599
1,0.747960935
1,0.729761504
1,0.718163828
1,0.720304937
1,0.745819826
1,0.78596563
1,0.942445053
1,1.114982797
1,1.170830071
1,1.184390432
1,1.18403358
1,1.102314566
1,1.1267589
1,1.149062124
1,1.139783983
1,1.107488914
1,1.067878387
1,1.16494202
1,1.230959564
1,1.197772366
1,1.149597401
1,1.085007263
1,0.955648562
1,0.861261316
1,0.809874686
1,0.781683411
1,0.774367953
1,0.77151314
1,0.780969708
1,0.805949319
1,0.956719116
1,1.116767055
1,1.164763594
1,1.178145529
1,1.192776444
1,1.09107374
1,1.121762977
1,1.15048953
1,1.141925092
1,1.11908659
1,1.064845148
1,1.162979336
