"const","wind","solar","hydro"
1,2.809831376,3.956065379,0.331092329
1,2.88902193,3.296574583,0.331031626
1,2.924892445,2.321606486,0.330970923
1,2.941645911,1.212534749,0.330910219
1,2.947725659,0,0.330849516
1,2.948241903,0,0.330788813
1,2.947388506,0,0.330728109
1,2.940971604,0,0.330667406
1,2.918924833,0,0.330606702
1,2.871809252,0,0.330545999
1,2.785603469,0,0.330485296
1,2.683121713,0,0.330424592
1,2.646936386,0,0.330363889
1,2.610751059,0,0.330303186
1,2.572036101,0,0.330242482
1,2.524382669,0,0.330181779
1,2.474787485,0,0.330121076
1,2.425192301,0,0.330060372
1,2.394708404,0.018707386,0.329999669
1,2.364224508,1.778852264,0.329938966
1,2.333740612,2.92042652,0.329878262
1,2.299230609,3.826381202,0.329817559
1,2.261812607,4.357601712,0.329756856
1,2.224394606,4.480068655,0.329696152
1,2.181216614,4.193885642,0.329635449
1,2.138038621,3.50404543,0.329574745
1,2.094860629,2.480060555,0.329514042
1,2.051682637,1.309436607,0.329453339
1,2.008504644,0,0.329392635
1,1.965326652,0,0.329331932
1,2.010241342,0,0.329271229
1,2.055156032,0,0.329210525
1,2.100070722,0,0.329149822
1,2.144985411,0,0.329089119
1,2.189900101,0,0.329028415
1,2.234814791,0,0.328967712
1,2.030611607,0,0.328907009
1,1.824035335,0,0.328846305
1,1.607808547,0,0.328785602
1,1.395860265,0,0.328724899
1,1.186843113,0,0.328664195
1,0.986923912,0,0.328603492
1,0.938698769,0.023887645,0.328542789
1,0.890473625,0.508831825,0.328482085
1,0.843084393,0.966245796,0.328421382
1,0.797703064,1.352477847,0.328360678
1,0.75533383,1.589492886,0.328299975
1,0.712964597,1.645457767,0.328239272
1,0.710058646,1.515499152,0.328178568
1,0.707152695,1.212644352,0.328117865
1,0.704246744,0.785873686,0.328057162
1,0.701340793,0.331210201,0.327996458
1,0.698434843,0,0.327935755
1,0.695528892,0,0.327875052
1,0.644318339,0,0.327814348
1,0.593107786,0,0.327753645
1,0.544281838,0,0.327692942
1,0.505145318,0,0.327632238
1,0.466008798,0,0.327571535
1,0.426872278,0,0.327417316
1,0.464353516,0,0.327263098
1,0.501834753,0,0.327108879
1,0.539315991,0,0.326954661
1,0.584443967,0,0.326800442
1,0.633488565,0,0.326646224
1,0.682533163,0,0.326492005
1,0.616418009,0.025819014,0.326337786
1,0.550705647,1.059466718,0.326183568
1,0.500178618,1.82500862,0.326029349
1,0.44965159,2.447503719,0.325875131
1,0.399124561,2.819205675,0.325720912
1,0.350350109,2.90572834,0.325566694
1,0.389192536,2.704054503,0.325412475
1,0.429787539,2.224480799,0.325258257
1,0.470382542,1.527156788,0.325104038
1,0.510977545,0.751481488,0.324949819
1,0.551572548,0,0.324795601
1,0.604556197,0,0.324641382
1,0.667560796,0,0.324487164
1,0.730565396,0,0.324332945
1,0.793569995,0,0.324178727
1,0.86119667,0,0.324024508
1,0.932744135,0,0.32387029
1,1.004456687,0,0.323716071
1,1.197938984,0,0.323561852
1,1.400768819,0,0.323407634
1,1.605808367,0,0.323253415
1,1.815497768,0,0.323099197
1,2.015645895,0,0.322944978
1,2.213274241,0,0.32279076
1,2.005420044,0.025508567,0.322636541
1,1.794688517,1.485452644,0.322482323
1,1.572973306,2.473204082,0.322328104
1,1.358578243,3.262559294,0.322173886
1,1.147882368,3.727652027,0.322019667
1,0.944388748,3.83513226,0.321865448
1,1.173893311,3.584126985,0.32171123
1,1.413387016,2.981173394,0.321557011
1,1.659807084,2.091214164,0.321402793
1,1.902819723,1.081917657,0.321248574
1,2.138261646,0,0.321094356
1,2.363098248,0,0.320940137
1,2.336397471,0,0.320785919
1,2.307135476,0,0.3206317
1,2.274361132,0,0.320477481
1,2.241586789,0,0.320323263
1,2.208812445,0,0.320169044
1,2.176038102,0,0.320014826
1,2.177635356,0,0.319860607
1,2.179232611,0,0.319706389
1,2.180829866,0,0.31955217
1,2.18242712,0,0.319397952
1,2.184024375,0,0.319243733
1,2.18562163,0,0.319089514
1,2.356248366,0.029300845,0.318935296
1,2.501795583,1.185850121,0.318781077
1,2.628093804,2.017492414,0.318626859
1,2.734287053,2.689408528,0.31847264
1,2.824945111,3.088553322,0.318318422
1,2.896813668,3.181194561,0.318164203
1,2.894121264,2.965091275,0.318009985
1,2.891428861,2.449138587,0.317855766
1,2.888736458,1.694631161,0.317701547
1,2.882864186,0.849420044,0.317547329
1,2.876886138,0,0.31739311
1,2.870908089,0,0.317238892
1,2.752466591,0,0.317084673
1,2.60712309,0,0.316930455
1,2.417806789,0,0.316776236
1,2.193369213,0,0.316622018
1,1.94663472,0,0.316467799
1,1.693968895,0,0.316313581
1,1.743331741,0,0.316159362
1,1.790805566,0,0.316005143
1,1.838279391,0,0.315850925
1,1.885753216,0,0.315696706
1,1.933227041,0,0.315542488
1,1.980382106,0,0.315388269
1,1.973228157,0.031030151,0.315234051
1,1.966074207,0.606813681,0.315079832
1,1.958863809,1.115102161,0.314925614
1,1.951584791,1.539384352,0.314771395
1,1.944305772,1.797509868,0.314617176
1,1.937026753,1.858176236,0.314462958
1,1.716882049,1.717126204,0.314308739
1,1.485612101,1.386273701,0.314154521
1,1.262586579,0.915476046,0.314000302
1,1.048580014,0.407317025,0.313846084
1,0.837921888,0,0.313691865
1,0.649388076,0,0.313537647
1,0.462174824,0,0.313383428
1,0.313581535,0,0.313229209
1,0.206447214,0,0.313074991
1,0.137753266,0,0.312920772
1,0.070478822,0,0.312766554
1,0.035096554,0,0.312612335
1,0.042688764,0,0.312458117
1,0.050280974,0,0.312303898
1,0.063680257,0,0.31214968
1,0.083838883,0,0.311995461
1,0.10399751,0,0.311841242
1,0.124156136,0,0.311687024
1,0.131088929,0.032834114,0.311532805
1,0.138021721,1.189775254,0.311378587
1,0.144954514,2.017450649,0.311224368
1,0.151887307,2.684716227,0.31107015
1,0.158820099,3.080296023,0.310915931
1,0.165752892,3.171994933,0.310761713
1,0.212311607,2.958016507,0.310607494
1,0.284903857,2.44627811,0.310453275
1,0.365784961,1.696349958,0.310299057
1,0.475121921,0.854401331,0.310144838
1,0.59446932,0,0.30999062
1,0.737537895,0,0.309836401
1,0.708591383,0,0.309682183
1,0.679644871,0,0.309527964
1,0.65069836,0,0.309373746
1,0.621751848,0,0.309219527
1,0.592805336,0,0.309065309
1,0.563858825,0,0.30891109
1,0.569190731,0,0.308756871
1,0.574522637,0,0.308602653
1,0.579854543,0,0.308448434
1,0.585186449,0,0.308294216
1,0.590518355,0,0.308139997
1,0.595850261,0,0.307985779
1,0.696270675,0.030550897,0.30783156
1,0.796691089,1.711860381,0.307677342
1,0.907171155,2.803130346,0.307523123
1,1.021470813,3.665879068,0.307368904
1,1.135770472,4.169533044,0.307214686
1,1.251845286,4.285293512,0.307060467
1,1.35488158,4.014553083,0.306906249
1,1.457917874,3.359357596,0.30675203
1,1.560954168,2.382611364,0.306597812
1,1.669207961,1.262143533,0.306443593
1,1.774622722,0,0.306289375
1,1.876261913,0,0.306135156
1,1.763887397,0,0.305980937
1,1.645966537,0,0.305826719
1,1.5283055,0,0.3056725
1,1.414386316,0,0.305518282
1,1.300467133,0,0.305364063
1,1.188092998,0,0.305209845
1,1.220112465,0,0.305055626
1,1.253676979,0,0.304901408
1,1.287241494,0,0.304747189
1,1.320806008,0,0.30459297
1,1.354370523,0,0.304438752
1,1.387935038,0,0.304284533
1,1.499341061,0.03731954,0.304130315
1,1.612354864,0.76799546,0.303976096
1,1.73035753,1.361164318,0.303821878
1,1.840252963,1.849113712,0.303667659
1,1.950148397,2.142689462,0.303513441
1,2.05836179,2.211271938,0.303359222
1,2.289848422,2.051560993,0.303205003
1,2.484201946,1.673761858,0.303050785
1,2.646660945,1.129388629,0.302896566
1,2.77877484,0.532063854,0.302742348
1,2.887651376,0,0.302588129
1,2.931592179,0,0.302433911
1,2.903886105,0,0.302279692
1,2.851277206,0,0.302125474
1,2.777051862,0,0.301971255
1,2.689851653,0,0.301817037
1,2.596941331,0,0.301662818
1,2.478702579,0,0.301508256
1,2.548084139,0,0.301353694
1,2.606295061,0,0.301199132
1,2.6569168,0,0.301044571
1,2.707538539,0,0.300890009
1,2.756361592,0,0.300735447
1,2.799836733,0,0.300580885
1,2.7895954,0.039110302,0.300426323
1,2.779354068,0.571070009,0.300271761
1,2.769112735,1.052948127,0.3001172
1,2.758871403,1.455552368,0.299962638
1,2.748630071,1.700500403,0.299808076
1,2.737232982,1.758056048,0.299653514
1,2.664132413,1.624227702,0.299498952
1,2.589955106,1.310247879,0.29934439
1,2.496355332,0.863611115,0.299189829
1,2.396164552,0.382194793,0.299035267
1,2.29029103,0,0.298880705
1,2.167310072,0,0.298726143
1,2.243573173,0,0.298571581
1,2.319836274,0,0.298417019
1,2.382174277,0,0.298262458
1,2.444304706,0,0.298107896
1,2.506435134,0,0.297953334
1,2.567738789,0,0.297798772
1,2.484336092,0,0.29764421
1,2.40010662,0,0.297489648
1,2.314721785,0,0.297335087
1,2.21133282,0,0.297180525
1,2.107943855,0,0.297025963
1,2.00455489,0,0.296871401
1,1.842139717,0.037572222,0.296716839
1,1.675702432,1.611941942,0.296562277
1,1.50467335,2.64370445,0.296407716
1,1.339274115,3.459310953,0.296253154
1,1.176064321,3.93504117,0.296098592
1,1.019075217,4.04429754,0.29594403
1,1.014822203,3.788709625,0.295789468
1,1.01056919,3.169596719,0.295634906
1,1.006316176,2.246078986,0.295480345
1,1.002063162,1.186939253,0.295325783
1,0.997810148,0,0.295171221
1,0.993557134,0,0.295016659
1,0.864030349,0,0.294862097
1,0.745305024,0,0.294707535
1,0.631453657,0,0.294552974
1,0.525714972,0,0.294398412
1,0.438706611,0,0.29424385
1,0.352659154,0,0.294089288
1,0.338970269,0,0.293934726
1,0.325346176,0,0.293780164
1,0.312635069,0,0.293625603
1,0.299923962,0,0.293471041
1,0.287212855,0,0.293316479
1,0.274501748,0,0.293161917
1,0.216106322,0.036722886,0.293007355
1,0.1790408,1.818800583,0.292852793
1,0.143983752,2.947888529,0.292698232
1,0.108926704,3.833544862,0.29254367
1,0.073869655,4.346789239,0.292389108
1,0.048507446,4.464218352,0.292234546
1,0.074931221,4.189232538,0.292079984
1,0.111049836,3.51969444,0.291925422
1,0.14716845,2.513887904,0.291770861
1,0.183294837,1.350738967,0.291616299
1,0.224275795,0,0.291461737
1,0.285255273,0,0.291307175
1,0.284303827,0,0.291152613
1,0.28335238,0,0.290998051
1,0.282400933,0,0.29084349
1,0.281449486,0,0.290688928
1,0.280498039,0,0.290534366
1,0.279546592,0,0.290379804
1,0.282801307,0,0.290225242
1,0.286056022,0,0.29007068
1,0.289310738,0,0.289916119
1,0.292565453,0,0.289761557
1,0.295820168,0,0.289606995
1,0.299074883,0,0.289452433
1,0.277449145,0.038814006,0.289297871
1,0.255823408,1.832533727,0.289143309
1,0.23419767,2.965306545,0.288988748
1,0.21437638,3.852555411,0.288834186
1,0.20073553,4.365962739,0.288679624
1,0.18709468,4.483316311,0.288525062
1,0.201516764,4.208434223,0.2883705
1,0.215938847,3.538299097,0.288215938
1,0.237913294,2.530084476,0.288061377
1,0.260777573,1.362465526,0.287906815
1,0.283641853,0,0.287752253
1,0.306506132,0,0.287597691
1,0.270953645,0,0.287443129
1,0.235401158,0,0.287288567
1,0.206350938,0,0.287134006
1,0.183925523,0,0.286979444
1,0.162821283,0,0.286824882
1,0.141763271,0,0.28667032
1,0.153272674,0,0.286515758
1,0.164782076,0,0.286361196
1,0.176291479,0,0.286206635
1,0.188101759,0,0.286052073
1,0.200358525,0,0.285897511
1,0.212615291,0,0.285742949
1,0.205759553,0.037257129,0.285588387
1,0.198903815,2.004769666,0.285433825
1,0.192048077,3.213699819,0.285279264
1,0.185192339,4.154267617,0.285124702
1,0.17863116,4.695374248,0.28497014
1,0.172193455,4.818633748,0.284815578
1,0.203067677,4.529647713,0.284661016
1,0.244720157,3.821825548,0.284506454
1,0.294796813,2.750251426,0.284351893
1,0.346310777,1.500400898,0.284197331
1,0.415591836,0,0.284042769
1,0.488010385,0,0.283888207
1,0.488791194,0,0.283733645
1,0.489572003,0,0.283579083
1,0.490352811,0,0.283424522
1,0.49113362,0,0.28326996
1,0.491914429,0,0.283115398
1,0.492695237,0,0.282960836
1,0.583322743,0,0.282806274
1,0.69224987,0,0.282651712
1,0.801176996,0,0.282497151
1,0.921959503,0,0.282342589
1,1.045941599,0,0.282188027
1,1.169923694,0,0.282033465
1,1.183258956,0.046717838,0.281878903
1,1.196594218,1.602721716,0.281724342
1,1.20992948,2.615589726,0.28156978
1,1.223603895,3.412641268,0.281415218
1,1.237653546,3.875333677,0.281260656
1,1.251703197,3.981259774,0.281106094
1,1.327120632,3.733244094,0.280951532
1,1.402538067,3.129971391,0.280796971
1,1.477955502,2.225773391,0.280642409
1,1.553372937,1.18423488,0.280487847
1,1.631621424,0,0.280333285
1,1.712151905,0,0.280178723
1,1.589841382,0,0.280024161
1,1.475118255,0,0.2798696
1,1.360573479,0,0.279715038
1,1.246028704,0,0.279560476
1,1.135828842,0,0.279405914
1,1.027108377,0,0.279251352
1,1.084502406,0,0.27909679
1,1.141896436,0,0.278942229
1,1.199290465,0,0.278787667
1,1.258813991,0,0.278633105
1,1.319282701,0,0.278478543
1,1.37975141,0,0.278323981
1,1.206881724,0.052850765,0.278169419
1,1.042290895,1.241272633,0.278014858
1,0.877700065,2.0682851,0.277860296
1,0.726614245,2.727105836,0.277705734
1,0.582009445,3.113225888,0.277551172
1,0.464425714,3.202087428,0.27739661
1,0.424662684,2.99431744,0.277242048
1,0.384899653,2.492617443,0.277087487
1,0.347772835,1.74864172,0.276932925
1,0.318735382,0.903191027,0.276778363
1,0.291239669,0,0.276623801
1,0.263743956,0,0.276469239
1,0.225661956,0,0.276314677
1,0.19861221,0,0.276160116
1,0.17511419,0,0.276005554
1,0.152557928,0,0.275850992
1,0.130001667,0,0.27569643
1,0.107445405,0,0.275558603
1,0.134489242,0,0.275420776
1,0.161533078,0,0.275282949
1,0.188928184,0,0.275145122
1,0.217885657,0,0.275007295
1,0.263544083,0,0.274869468
1,0.309202508,0,0.274731641
1,0.458174167,0.054661772,0.274593815
1,0.647204738,0.589667876,0.274455988
1,0.8708321,1.063559765,0.274318161
1,1.118939769,1.455987644,0.274180334
1,1.375089234,1.6928888,0.274042507
1,1.639841338,1.748293396,0.27390468
1,2.055030583,1.619302329,0.273766853
1,2.433232895,1.314747161,0.273629026
1,2.711862544,0.877903232,0.273491199
1,2.898609788,0.402552594,0.273353372
1,2.945228314,0,0.273215545
1,2.948241903,0,0.273077718
1,2.948241903,0,0.272939891
1,2.948241903,0,0.272802064
1,2.948241903,0,0.272664238
1,2.948241903,0,0.272526411
1,2.948241903,0,0.272388584
1,2.948241903,0,0.272250757
1,2.948241903,0,0.27211293
1,2.948241903,0,0.271975103
1,2.948241903,0,0.271837276
1,2.948241903,0,0.271699449
1,2.948241903,0,0.271561622
1,2.946120566,0,0.271423795
1,2.937106185,0.059546312,0.271285968
1,2.903882122,0.950373869,0.271148141
1,2.830014381,1.619778571,0.271010314
1,2.727077206,2.159507597,0.270872487
1,2.607095667,2.478677188,0.27073466
1,2.454117716,2.552480299,0.270596834
1,2.406114239,2.380134756,0.270459007
1,2.358110761,1.966746741,0.27032118
1,2.307639461,1.359948466,0.270183353
1,2.248716738,0.679677487,0.270045526
1,2.189794014,0,0.269907699
1,2.130871291,0,0.269769872
1,1.999233188,0,0.269632045
1,1.865942042,0,0.269494218
1,1.732002573,0,0.269356391
1,1.588108531,0,0.269218564
1,1.452259641,0,0.269080737
1,1.316479079,0,0.26894291
1,1.424438657,0,0.268805083
1,1.532398235,0,0.268667256
1,1.6439731,0,0.26852943
1,1.756167044,0,0.268391603
1,1.862662763,0,0.268253776
1,1.969038046,0,0.268115949
1,1.885754435,0.059792369,0.267978122
1,1.802350388,0.546529328,0.267840295
1,1.718946341,0.992633335,0.267702468
1,1.628678788,1.363127427,0.267564641
1,1.541484075,1.587180769,0.267426814
1,1.45693358,1.639620305,0.267288987
1,1.407818142,1.517555261,0.26715116
1,1.358702704,1.229683577,0.267013333
1,1.309587265,0.817671056,0.266875506
1,1.260471827,0.37091301,0.266737679
1,1.21163999,0,0.266599853
1,1.165021947,0,0.266462026
1,1.16906024,0,0.266324199
1,1.173098533,0,0.266186372
1,1.177136827,0,0.266048545
1,1.18117512,0,0.265910718
1,1.185213413,0,0.265772891
1,1.189251706,0,0.265635064
1,1.243929359,0,0.265497237
1,1.300089987,0,0.26535941
1,1.356250615,0,0.265221583
1,1.412411242,0,0.265083756
1,1.46857187,0,0.264945929
1,1.524732498,0,0.264808102
1,1.283435278,0.052008553,0.264670275
1,1.051025982,0.233288721,0.264532449
1,0.823557252,0.485968906,0.264394622
1,0.621063559,0.705452707,0.264256795
1,0.451007079,0.842510737,0.264118968
1,0.313105021,0.875130392,0.263981141
1,0.306528417,0.799533798,0.263843314
1,0.299951813,0.625422103,0.263705487
1,0.29337521,0.385263335,0.26356766
1,0.286798606,0.138052764,0.263429833
1,0.280222002,0,0.263292006
1,0.273645398,0,0.263154179
1,0.219741506,0,0.263016352
1,0.18489781,0,0.262878525
1,0.152864605,0,0.262740698
1,0.120936915,0,0.262602872
1,0.089009225,0,0.262465045
1,0.057081535,0,0.262327218
1,0.088473901,0,0.262189391
1,0.119866267,0,0.262051564
1,0.151258634,0,0.261913737
1,0.182651,0,0.26177591
1,0.216048301,0,0.261638083
1,0.268222638,0,0.261500256
1,0.316320834,0.063944515,0.261362429
1,0.371439176,0.520020996,0.261224602
1,0.440996568,0.944418017,0.261086775
1,0.51055396,1.296924564,0.260948948
1,0.588780533,1.510028614,0.260811121
1,0.679797121,1.559887074,0.260673294
1,0.753701647,1.443817193,0.260535468
1,0.829402063,1.169966841,0.260397641
1,0.912178371,0.777950275,0.260259814
1,0.996297344,0.353017987,0.260121987
1,1.080416318,0,0.25998416
1,1.164535291,0,0.259846333
1,1.042455445,0,0.259708506
1,0.920375598,0,0.259570679
1,0.801456685,0,0.259432852
1,0.69420082,0,0.259295025
1,0.586944955,0,0.259157198
1,0.496740656,0,0.259019371
1,0.51092206,0,0.258881544
1,0.525103464,0,0.258743717
1,0.539284868,0,0.25860589
1,0.553915162,0,0.258468064
1,0.57247168,0,0.258330237
1,0.591028198,0,0.25819241
1,0.616990015,0.067341308,0.258054583
1,0.642951833,0.505131827,0.257916756
1,0.668913651,0.920864994,0.257778929
1,0.694875468,1.266760864,0.257641102
1,0.720837286,1.476089779,0.257503275
1,0.746799103,1.525088184,0.257365448
1,0.843457583,1.411034018,0.257227621
1,0.949187116,1.142129863,0.257089794
1,1.055738738,0.757692435,0.256951967
1,1.16229036,0.341818415,0.25681414
1,1.271622773,0,0.256676313
1,1.383882518,0,0.256538487
1,1.618623303,0,0.25640066
1,1.855832221,0,0.256262833
1,2.08329359,0,0.256125006
1,2.308928209,0,0.255987179
1,2.494978418,0,0.255849352
1,2.651045139,0,0.255711525
1,2.704783215,0,0.255573698
1,2.756671639,0,0.255435871
1,2.802823163,0,0.255298044
1,2.84460832,0,0.255160217
1,2.88601825,0,0.25502239
1,2.90611486,0,0.254884563
1,2.787189118,0.061939738,0.254746736
1,2.614637088,1.926793287,0.254608909
1,2.382990635,3.061164915,0.254471083
1,2.0952566,3.934382179,0.254333256
1,1.790461819,4.430576948,0.254195429
1,1.471740131,4.542629379,0.254057602
1,1.390624556,4.279274557,0.253919775
1,1.309508981,3.626980056,0.253781948
1,1.228393406,2.627608638,0.253644121
1,1.150819664,1.45048139,0.253506294
1,1.07382861,0,0.253368467
1,0.996837555,0,0.25323064
1,1.00096402,0,0.253092813
1,1.005090485,0,0.252954986
1,1.009216949,0,0.252817159
1,1.013343414,0,0.252679332
1,1.017469879,0,0.252541505
1,1.021596343,0,0.252536585
1,0.905000892,0,0.252531665
1,0.79276734,0,0.252526744
1,0.690329908,0,0.252521824
1,0.587892476,0,0.252516904
1,0.501147158,0,0.252511983
1,0.422861641,0,0.252507063
1,0.48843455,0.070171928,0.252502143
1,0.554623312,1.683330065,0.252497222
1,0.640426161,2.697799737,0.252492302
1,0.726229011,3.483544363,0.252487382
1,0.812308305,3.932224854,0.252482461
1,0.907994318,4.033824205,0.252477541
1,0.936468175,3.795211156,0.252472621
1,0.964942032,3.206426556,0.2524677
1,0.993415889,2.309244385,0.25246278
1,1.021889746,1.259578033,0.25245786
1,1.050363603,0,0.252452939
1,1.07883746,0,0.252448019
1,1.038082613,0,0.252443099
1,0.997327766,0,0.252438178
1,0.956572919,0,0.252433258
1,0.915818072,0,0.252428338
1,0.875063226,0,0.252423417
1,0.835427865,0,0.252418497
1,0.810880003,0,0.252413576
1,0.78836469,0,0.252408656
1,0.76599886,0,0.252403736
1,0.74363303,0,0.252398815
1,0.7212672,0,0.252393895
1,0.698901371,0,0.252388975
1,0.743427995,0.07488162,0.252384054
1,0.787954619,1.620295038,0.252379134
1,0.834752749,2.600786221,0.252374214
1,0.884288968,3.360800016,0.252369293
1,0.934969678,3.794895126,0.252364373
1,0.985650389,3.893187939,0.252359453
1,1.065119647,3.662335123,0.252354532
1,1.144588906,3.092715977,0.252349612
1,1.224439822,2.225122502,0.252344692
1,1.308166362,1.211099404,0.252339771
1,1.391892903,0,0.252334851
1,1.475619443,0,0.252329931
1,1.483667774,0,0.25232501
1,1.491716105,0,0.25232009
1,1.499764435,0,0.25231517
