const,wind,solar,hydro,demand,demand2
1,0.748086563,4.34019311,0.337041258,1.311072746,0.693604951
1,0.650951476,4.463804928,0.336980554,1.225249939,0.7
1,0.687012375,4.175134353,0.336919851,1.258258711,0.786779807
1,0.723073274,3.481504914,0.336859148,1.273960181,0.94
1,0.759134173,2.455945308,0.336798444,1.267893704,1.127279221
1,0.795195071,1.288198953,0.336737741,1.277528697,1.305884573
1,0.833407937,0,0.336677038,1.403497309,1.43367427
1,0.873258564,0,0.336616334,1.463448376,1.48
1,0.735241255,0,0.336555631,1.457025047,1.43367427
1,0.603165641,0,0.336494928,1.421339888,1.305884573
1,0.490169015,0,0.336434224,1.36567104,1.127279221
1,0.38923318,0,0.336373521,1.280026658,0.94
1,0.306927339,0,0.336312818,1.11444752,0.786779807
1,0.237131283,0,0.336252114,0.98883576,0.7
1,0.238876176,0,0.336191411,0.90604619,0.693604951
1,0.24062107,0,0.336130707,0.874107973,0.76
1,0.242365963,0,0.336070004,0.85894178,0.872720779
1,0.244110857,0,0.336009301,0.856265393,0.994115427
1,0.24585575,0,0.335948597,0.869112051,1.085940972
1,0.247600644,0,0.335887894,0.940482369,1.12
1,0.267416705,0.014021964,0.335827191,1.097318643,1.085940972
1,0.287232765,1.799549887,0.335766487,1.255403898,0.994115427
1,0.307048826,2.959529163,0.335705784,1.323027275,0.872720779
1,0.326916919,3.881973396,0.335645081,1.342654112,0.76
1,0.348257291,4.424054934,0.335584377,1.340334577,0.693604951
1,0.37444425,4.549207308,0.335523674,1.249872699,0.7
1,0.308723627,4.256866581,0.335462971,1.278956103,0.786779807
1,0.250950246,3.553529092,0.335402267,1.314462837,0.94
1,0.202142568,2.511797105,0.335341564,1.31856663,1.127279221
1,0.166765926,1.323186867,0.335280861,1.338550319,1.305884573
1,0.132546308,0,0.335220157,1.439896171,1.43367427
1,0.09832669,0,0.335159454,1.472904943,1.48
1,0.133001238,0,0.33509875,1.455062364,1.43367427
1,0.167675787,0,0.335038047,1.405281567,1.305884573
1,0.203595982,0,0.334977344,1.353002808,1.127279221
1,0.254022503,0,0.33491664,1.268250555,0.94
1,0.312563948,0,0.334855937,1.111235855,0.786779807
1,0.381108684,0,0.334795234,0.983839837,0.7
1,0.328905765,0,0.33473453,0.912112667,0.693604951
1,0.286317952,0,0.334673827,0.875892231,0.76
1,0.243924232,0,0.334613124,0.858049651,0.872720779
1,0.207411791,0,0.33455242,0.841099201,0.994115427
1,0.180823346,0,0.334491717,0.859833909,1.085940972
1,0.155713219,0,0.334431014,0.929063118,1.12
1,0.157632102,0.015955084,0.33437031,1.086969947,1.085940972
1,0.159550985,1.688119931,0.334309607,1.244163073,0.994115427
1,0.161469868,2.792124056,0.334248904,1.305898398,0.872720779
1,0.16338875,3.672617436,0.3341882,1.341761983,0.76
1,0.165307633,4.19113163,0.334127497,1.358534008,0.693604951
1,0.167226516,4.310971909,0.334066794,1.268250555,0.7
1,0.158293974,4.031118462,0.33400609,1.297512386,0.786779807
1,0.149361433,3.358854709,0.333945387,1.332840694,0.94
1,0.140428892,2.365553254,0.333884683,1.322313572,1.127279221
1,0.131496351,1.235949127,0.33382398,1.308039508,1.305884573
1,0.12256381,0,0.333763277,1.394576019,1.43367427
1,0.113631269,0,0.333702573,1.441680429,1.48
1,0.145622505,0,0.33364187,1.429904326,1.43367427
1,0.17761374,0,0.333581167,1.391364354,1.305884573
1,0.211321704,0,0.333520463,1.330521158,1.127279221
1,0.26174033,0,0.33345976,1.267358427,0.94
1,0.315751507,0,0.333399057,1.132468525,0.786779807
1,0.379166921,0,0.333338353,1.002931397,0.7
1,0.489553346,0,0.33327765,0.919249699,0.693604951
1,0.614726231,0,0.333216947,0.87000418,0.76
1,0.759168043,0,0.333156243,0.832891614,0.872720779
1,0.914567654,0,0.33309554,0.819152828,0.994115427
1,1.078972968,0,0.333034837,0.814870609,1.085940972
1,1.244794947,0,0.332974133,0.831107356,1.12
1,1.349704806,0.017515913,0.33291343,0.841634478,1.085940972
1,1.454614665,1.66961883,0.332852726,0.913540074,0.994115427
1,1.559524525,2.764942874,0.332792023,1.017205461,0.872720779
1,1.66968198,3.638889136,0.33273132,1.051998491,0.76
1,1.776908786,4.153641547,0.332670616,1.064131445,0.693604951
1,1.880396138,4.272616922,0.332609913,1.05164164,0.7
1,1.881928947,3.994784837,0.33254921,1.011852687,0.786779807
1,1.883461756,3.327430995,0.332488506,1.011674261,0.94
1,1.884994566,2.341650881,0.332427803,0.988657334,1.127279221
1,1.886527375,1.221223673,0.3323671,1.01809759,1.305884573
1,1.888060184,0,0.332306396,1.195274405,1.43367427
1,1.889592993,0,0.332245693,1.303400437,1.48
1,2.038629682,0,0.33218499,1.308217934,1.43367427
1,2.186419703,0,0.332124286,1.2837736,1.305884573
1,2.331753686,0,0.332063583,1.225071513,1.127279221
1,2.452156046,0,0.33200288,1.157626562,0.94
1,2.570909072,0,0.331942176,1.054674878,0.786779807
1,2.661377298,0,0.331881473,0.936913853,0.7
1,2.73216988,0,0.331820769,0.850734194,0.693604951
1,2.794838761,0,0.331760066,0.789712572,0.76
1,2.850586234,0,0.331699363,0.770442586,0.872720779
1,2.896075846,0,0.331638659,0.758309632,0.994115427
1,2.920645036,0,0.331577956,0.75456269,1.085940972
1,2.936928378,0,0.331517253,0.763305554,1.12
1,2.923892005,0.018517835,0.331456549,0.754919541,1.085940972
1,2.902569784,1.656503996,0.331395846,0.789534146,0.994115427
1,2.87221435,2.74035572,0.331335143,0.884456669,0.872720779
1,2.824871791,3.604429156,0.331274439,0.947797827,0.76
1,2.774214788,4.112962461,0.331213736,0.981520302,0.693604951
1,2.717511338,4.230442411,0.331153033,0.97652438,0.7
1,2.809831376,3.956065379,0.331092329,0.934415892,0.786779807
1,2.88902193,3.296574583,0.331031626,0.919784977,0.94
1,2.924892445,2.321606486,0.330970923,0.899087584,1.127279221
1,2.941645911,1.212534749,0.330910219,0.923175067,1.305884573
1,2.947725659,0,0.330849516,1.119621868,1.43367427
1,2.948241903,0,0.330788813,1.208299488,1.48
1,2.947388506,0,0.330728109,1.246661034,1.43367427
1,2.940971604,0,0.330667406,1.246661034,1.305884573
1,2.918924833,0,0.330606702,1.206872082,1.127279221
1,2.871809252,0,0.330545999,1.121406126,0.94
1,2.785603469,0,0.330485296,0.992939553,0.786779807
1,2.683121713,0,0.330424592,0.887668333,0.7
1,2.646936386,0,0.330363889,0.808982558,0.693604951
1,2.610751059,0,0.330303186,0.792210533,0.76
1,2.572036101,0,0.330242482,0.78043443,0.872720779
1,2.524382669,0,0.330181779,0.783289243,0.994115427
1,2.474787485,0,0.330121076,0.800418119,1.085940972
1,2.425192301,0,0.330060372,0.884991946,1.12
1,2.394708404,0.018707386,0.329999669,1.064845148,1.085940972
1,2.364224508,1.778852264,0.329938966,1.225963642,0.994115427
1,2.333740612,2.92042652,0.329878262,1.324811533,0.872720779
1,2.299230609,3.826381202,0.329817559,1.353894937,0.76
1,2.261812607,4.357601712,0.329756856,1.355679195,0.693604951
1,2.224394606,4.480068655,0.329696152,1.251835382,0.7
1,2.181216614,4.193885642,0.329635449,1.281454064,0.786779807
1,2.138038621,3.50404543,0.329574745,1.304649418,0.94
1,2.094860629,2.480060555,0.329514042,1.291267483,1.127279221
1,2.051682637,1.309436607,0.329453339,1.305184695,1.305884573
1,2.008504644,0,0.329392635,1.403318883,1.43367427
1,1.965326652,0,0.329331932,1.467730595,1.48
1,2.010241342,0,0.329271229,1.469693279,1.43367427
1,2.055156032,0,0.329210525,1.436506081,1.305884573
1,2.100070722,0,0.329149822,1.374057052,1.127279221
1,2.144985411,0,0.329089119,1.285736283,0.94
1,2.189900101,0,0.329028415,1.116767055,0.786779807
1,2.234814791,0,0.328967712,0.981341876,0.7
1,2.030611607,0,0.328907009,0.903905081,0.693604951
1,1.824035335,0,0.328846305,0.870182605,0.76
1,1.607808547,0,0.328785602,0.850020491,0.872720779
1,1.395860265,0,0.328724899,0.849485213,0.994115427
1,1.186843113,0,0.328664195,0.861261316,1.085940972
1,0.986923912,0,0.328603492,0.93066895,1.12
1,0.938698769,0.023887645,0.328542789,1.104277249,1.085940972
1,0.890473625,0.508831825,0.328482085,1.254868621,0.994115427
1,0.843084393,0.966245796,0.328421382,1.342832538,0.872720779
1,0.797703064,1.352477847,0.328360678,1.356214473,0.76
1,0.75533383,1.589492886,0.328299975,1.357641879,0.693604951
1,0.712964597,1.645457767,0.328239272,1.254690195,0.7
1,0.710058646,1.515499152,0.328178568,1.287877393,0.786779807
1,0.707152695,1.212644352,0.328117865,1.31178645,0.94
1,0.704246744,0.785873686,0.328057162,1.298404515,1.127279221
1,0.701340793,0.331210201,0.327996458,1.295192851,1.305884573
1,0.698434843,0,0.327935755,1.411348044,1.43367427
1,0.695528892,0,0.327875052,1.490212245,1.48
1,0.644318339,0,0.327814348,1.493959187,1.43367427
1,0.593107786,0,0.327753645,1.451136996,1.305884573
1,0.544281838,0,0.327692942,1.39368389,1.127279221
1,0.505145318,0,0.327632238,1.297155534,0.94
1,0.466008798,0,0.327571535,1.135858615,0.786779807
1,0.426872278,0,0.327417316,0.993653256,0.7
1,0.464353516,0,0.327263098,0.915681183,0.693604951
1,0.501834753,0,0.327108879,0.876427508,0.76
1,0.539315991,0,0.326954661,0.857335948,0.872720779
1,0.584443967,0,0.326800442,0.851269471,0.994115427
1,0.633488565,0,0.326646224,0.870717883,1.085940972
1,0.682533163,0,0.326492005,0.944943014,1.12
1,0.616418009,0.025819014,0.326337786,1.120335571,1.085940972
1,0.550705647,1.059466718,0.326183568,1.284844154,0.994115427
1,0.500178618,1.82500862,0.326029349,1.35335966,0.872720779
1,0.44965159,2.447503719,0.325875131,1.367455298,0.76
1,0.399124561,2.819205675,0.325720912,1.367633724,0.693604951
1,0.350350109,2.90572834,0.325566694,1.255939176,0.7
1,0.389192536,2.704054503,0.325412475,1.299831921,0.786779807
1,0.429787539,2.224480799,0.325258257,1.332662268,0.94
1,0.470382542,1.527156788,0.325104038,1.317496075,1.127279221
1,0.510977545,0.751481488,0.324949819,1.327131068,1.305884573
1,0.551572548,0,0.324795601,1.419198779,1.43367427
1,0.604556197,0,0.324641382,1.491996503,1.48
1,0.667560796,0,0.324487164,1.493602335,1.43367427
1,0.730565396,0,0.324332945,1.455062364,1.305884573
1,0.793569995,0,0.324178727,1.399750367,1.127279221
1,0.86119667,0,0.324024508,1.295371276,0.94
1,0.932744135,0,0.32387029,1.1212277,0.786779807
1,1.004456687,0,0.323716071,0.981520302,0.7
1,1.197938984,0,0.323561852,0.908008874,0.693604951
1,1.400768819,0,0.323407634,0.875535379,0.76
1,1.605808367,0,0.323253415,0.862153445,0.872720779
1,1.815497768,0,0.323099197,0.858763354,0.994115427
1,2.015645895,0,0.322944978,0.875535379,1.085940972
1,2.213274241,0,0.32279076,0.947619401,1.12
1,2.005420044,0.025508567,0.322636541,1.121049274,1.085940972
1,1.794688517,1.485452644,0.322482323,1.278063974,0.994115427
1,1.572973306,2.473204082,0.322328104,1.341940409,0.872720779
1,1.358578243,3.262559294,0.322173886,1.364957337,0.76
1,1.147882368,3.727652027,0.322019667,1.353002808,0.693604951
1,0.944388748,3.83513226,0.321865448,1.252549085,0.7
1,1.173893311,3.584126985,0.32171123,1.289304799,0.786779807
1,1.413387016,2.981173394,0.321557011,1.307504231,0.94
1,1.659807084,2.091214164,0.321402793,1.29947507,1.127279221
1,1.902819723,1.081917657,0.321248574,1.30625525,1.305884573
1,2.138261646,0,0.321094356,1.399750367,1.43367427
1,2.363098248,0,0.320940137,1.476651885,1.48
1,2.336397471,0,0.320785919,1.477900865,1.43367427
1,2.307135476,0,0.3206317,1.439182468,1.305884573
1,2.274361132,0,0.320477481,1.376198162,1.127279221
1,2.241586789,0,0.320323263,1.276636568,0.94
1,2.208812445,0,0.320169044,1.114804371,0.786779807
1,2.176038102,0,0.320014826,0.987408353,0.7
1,2.177635356,0,0.319860607,0.919963402,0.693604951
1,2.179232611,0,0.319706389,0.877676489,0.76
1,2.180829866,0,0.31955217,0.864116128,0.872720779
1,2.18242712,0,0.319397952,0.861796593,0.994115427
1,2.184024375,0,0.319243733,0.879996024,1.085940972
1,2.18562163,0,0.319089514,0.955470136,1.12
1,2.356248366,0.029300845,0.318935296,1.119265016,1.085940972
1,2.501795583,1.185850121,0.318781077,1.273603329,0.994115427
1,2.628093804,2.017492414,0.318626859,1.354073363,0.872720779
1,2.734287053,2.689408528,0.31847264,1.378160846,0.76
1,2.824945111,3.088553322,0.318318422,1.37798242,0.693604951
1,2.896813668,3.181194561,0.318164203,1.285201006,0.7
1,2.894121264,2.965091275,0.318009985,1.308931637,0.786779807
1,2.891428861,2.449138587,0.317855766,1.342475686,0.94
1,2.888736458,1.694631161,0.317701547,1.336409209,1.127279221
1,2.882864186,0.849420044,0.317547329,1.325882087,1.305884573
1,2.876886138,0,0.31739311,1.40385416,1.43367427
1,2.870908089,0,0.317238892,1.463983653,1.48
1,2.752466591,0,0.317084673,1.447211629,1.43367427
1,2.60712309,0,0.316930455,1.40385416,1.305884573
1,2.417806789,0,0.316776236,1.344973648,1.127279221
1,2.193369213,0,0.316622018,1.274317033,0.94
1,1.94663472,0,0.316467799,1.119621868,0.786779807
1,1.693968895,0,0.316313581,1.001503991,0.7
1,1.743331741,0,0.316159362,0.916573312,0.693604951
1,1.790805566,0,0.316005143,0.866970941,0.76
1,1.838279391,0,0.315850925,0.841456052,0.872720779
1,1.885753216,0,0.315696706,0.824327176,0.994115427
1,1.933227041,0,0.315542488,0.820223383,1.085940972
1,1.980382106,0,0.315388269,0.84199133,1.12
1,1.973228157,0.031030151,0.315234051,0.858406503,1.085940972
1,1.966074207,0.606813681,0.315079832,0.935486447,0.994115427
1,1.958863809,1.115102161,0.314925614,1.034512763,0.872720779
1,1.951584791,1.539384352,0.314771395,1.075015419,0.76
1,1.944305772,1.797509868,0.314617176,1.093750127,0.693604951
1,1.937026753,1.858176236,0.314462958,1.078405509,0.7
1,1.716882049,1.717126204,0.314308739,1.035404892,0.786779807
1,1.485612101,1.386273701,0.314154521,1.029159989,0.94
1,1.262586579,0.915476046,0.314000302,1.012923242,1.127279221
1,1.048580014,0.407317025,0.313846084,1.02487777,1.305884573
1,0.837921888,0,0.313691865,1.192776444,1.43367427
1,0.649388076,0,0.313537647,1.310894321,1.48
1,0.462174824,0,0.313383428,1.325703662,1.43367427
1,0.313581535,0,0.313229209,1.28502258,1.305884573
1,0.206447214,0,0.313074991,1.2332791,1.127279221
1,0.137753266,0,0.312920772,1.157269711,0.94
1,0.070478822,0,0.312766554,1.047716272,0.786779807
1,0.035096554,0,0.312612335,0.927814137,0.7
1,0.042688764,0,0.312458117,0.8576928,0.693604951
1,0.050280974,0,0.312303898,0.799882842,0.76
1,0.063680257,0,0.31214968,0.780612856,0.872720779
1,0.083838883,0,0.311995461,0.764911386,0.994115427
1,0.10399751,0,0.311841242,0.762234999,1.085940972
1,0.124156136,0,0.311687024,0.769015179,1.12
1,0.131088929,0.032834114,0.311532805,0.780612856,1.085940972
1,0.138021721,1.189775254,0.311378587,0.81522746,0.994115427
1,0.144954514,2.017450649,0.311224368,0.914789054,0.872720779
1,0.151887307,2.684716227,0.31107015,1.007570468,0.76
1,0.158820099,3.080296023,0.310915931,1.075550696,0.693604951
1,0.165752892,3.171994933,0.310761713,1.089467908,0.7
1,0.212311607,2.958016507,0.310607494,1.038973408,0.786779807
1,0.284903857,2.44627811,0.310453275,1.02826786,0.94
1,0.365784961,1.696349958,0.310299057,0.991512146,1.127279221
1,0.475121921,0.854401331,0.310144838,0.999362881,1.305884573
1,0.59446932,0,0.30999062,1.119800294,1.43367427
1,0.737537895,0,0.309836401,1.214365965,1.48
1,0.708591383,0,0.309682183,1.245768905,1.43367427
1,0.679644871,0,0.309527964,1.247910015,1.305884573
1,0.65069836,0,0.309373746,1.211511152,1.127279221
1,0.621751848,0,0.309219527,1.123011958,0.94
1,0.592805336,0,0.309065309,0.993296404,0.786779807
1,0.563858825,0,0.30891109,0.89587592,0.7
1,0.569190731,0,0.308756871,0.828252543,0.693604951
1,0.574522637,0,0.308602653,0.795065345,0.76
1,0.579854543,0,0.308448434,0.773475824,0.872720779
1,0.585186449,0,0.308294216,0.773297398,0.994115427
1,0.590518355,0,0.308139997,0.792032107,1.085940972
1,0.595850261,0,0.307985779,0.879817598,1.12
1,0.696270675,0.030550897,0.30783156,1.067164684,1.085940972
1,0.796691089,1.711860381,0.307677342,1.244876776,0.994115427
1,0.907171155,2.803130346,0.307523123,1.346401054,0.872720779
1,1.021470813,3.665879068,0.307368904,1.375306033,0.76
1,1.135770472,4.169533044,0.307214686,1.38137251,0.693604951
1,1.251845286,4.285293512,0.307060467,1.284665729,0.7
1,1.35488158,4.014553083,0.306906249,1.323740978,0.786779807
1,1.457917874,3.359357596,0.30675203,1.358534008,0.94
1,1.560954168,2.382611364,0.306597812,1.347293183,1.127279221
1,1.669207961,1.262143533,0.306443593,1.351575402,1.305884573
1,1.774622722,0,0.306289375,1.431510159,1.43367427
1,1.876261913,0,0.306135156,1.500025664,1.48
1,1.763887397,0,0.305980937,1.495386593,1.43367427
1,1.645966537,0,0.305826719,1.445784222,1.305884573
1,1.5283055,0,0.3056725,1.391185929,1.127279221
1,1.414386316,0,0.305518282,1.29608498,0.94
1,1.300467133,0,0.305364063,1.129256861,0.786779807
1,1.188092998,0,0.305209845,0.986337798,0.7
1,1.220112465,0,0.305055626,0.917287015,0.693604951
1,1.253676979,0,0.304901408,0.885348798,0.76
1,1.287241494,0,0.304747189,0.867684644,0.872720779
1,1.320806008,0,0.30459297,0.863759277,0.994115427
1,1.354370523,0,0.304438752,0.876249082,1.085940972
1,1.387935038,0,0.304284533,0.949403659,1.12
1,1.499341061,0.03731954,0.304130315,1.124974642,1.085940972
1,1.612354864,0.76799546,0.303976096,1.301437753,0.994115427
1,1.73035753,1.361164318,0.303821878,1.382443065,0.872720779
1,1.840252963,1.849113712,0.303667659,1.400642496,0.76
1,1.950148397,2.142689462,0.303513441,1.424908404,0.693604951
1,2.05836179,2.211271938,0.303359222,1.329272178,0.7
1,2.289848422,2.051560993,0.303205003,1.373343349,0.786779807
1,2.484201946,1.673761858,0.303050785,1.407422676,0.94
1,2.646660945,1.129388629,0.302896566,1.397430832,1.127279221
1,2.77877484,0.532063854,0.302742348,1.402248328,1.305884573
1,2.887651376,0,0.302588129,1.452207551,1.43367427
1,2.931592179,0,0.302433911,1.516440837,1.48
1,2.903886105,0,0.302279692,1.507876399,1.43367427
1,2.851277206,0,0.302125474,1.47344022,1.305884573
1,2.777051862,0,0.301971255,1.404924715,1.127279221
1,2.689851653,0,0.301817037,1.307325805,0.94
1,2.596941331,0,0.301662818,1.14246037,0.786779807
1,2.478702579,0,0.301508256,1.00025501,0.7
1,2.548084139,0,0.301353694,0.926029879,0.693604951
1,2.606295061,0,0.301199132,0.878747044,0.76
1,2.6569168,0,0.301044571,0.865365109,0.872720779
1,2.707538539,0,0.300890009,0.859833909,0.994115427
1,2.756361592,0,0.300735447,0.87000418,1.085940972
1,2.799836733,0,0.300580885,0.952258471,1.12
1,2.7895954,0.039110302,0.300426323,1.123368809,1.085940972
1,2.779354068,0.571070009,0.300271761,1.288769522,0.994115427
1,2.769112735,1.052948127,0.3001172,1.359961414,0.872720779
1,2.758871403,1.455552368,0.299962638,1.376376588,0.76
1,2.748630071,1.700500403,0.299808076,1.379409826,0.693604951
1,2.737232982,1.758056048,0.299653514,1.265574169,0.7
1,2.664132413,1.624227702,0.299498952,1.295371276,0.786779807
1,2.589955106,1.310247879,0.29934439,1.30964534,0.94
1,2.496355332,0.863611115,0.299189829,1.294657573,1.127279221
1,2.396164552,0.382194793,0.299035267,1.297512386,1.305884573
1,2.29029103,0,0.298880705,1.372986498,1.43367427
1,2.167310072,0,0.298726143,1.468444298,1.48
1,2.243573173,0,0.298571581,1.469514853,1.43367427
1,2.319836274,0,0.298417019,1.433651268,1.305884573
1,2.382174277,0,0.298262458,1.382621491,1.127279221
1,2.444304706,0,0.298107896,1.286093135,0.94
1,2.506435134,0,0.297953334,1.111414281,0.786779807
1,2.567738789,0,0.297798772,0.982590857,0.7
1,2.484336092,0,0.29764421,0.911220538,0.693604951
1,2.40010662,0,0.297489648,0.875892231,0.76
1,2.314721785,0,0.297335087,0.856265393,0.872720779
1,2.21133282,0,0.297180525,0.849663639,0.994115427
1,2.107943855,0,0.297025963,0.868041496,1.085940972
1,2.00455489,0,0.296871401,0.935486447,1.12
1,1.842139717,0.037572222,0.296716839,1.101957714,1.085940972
1,1.675702432,1.611941942,0.296562277,1.261827227,0.994115427
1,1.50467335,2.64370445,0.296407716,1.336587635,0.872720779
1,1.339274115,3.459310953,0.296253154,1.348542164,0.76
1,1.176064321,3.93504117,0.296098592,1.337836616,0.693604951
1,1.019075217,4.04429754,0.29594403,1.227391048,0.7
1,1.014822203,3.788709625,0.295789468,1.260221395,0.786779807
1,1.01056919,3.169596719,0.295634906,1.276458142,0.94
1,1.006316176,2.246078986,0.295480345,1.263076207,1.127279221
1,1.002063162,1.186939253,0.295325783,1.265217317,1.305884573
1,0.997810148,0,0.295171221,1.332305416,1.43367427
1,0.993557134,0,0.295016659,1.439539319,1.48
1,0.864030349,0,0.294862097,1.448817461,1.43367427
1,0.745305024,0,0.294707535,1.413310727,1.305884573
1,0.631453657,0,0.294552974,1.35550077,1.127279221
1,0.525714972,0,0.294398412,1.268428981,0.94
1,0.438706611,0,0.29424385,1.104277249,0.786779807
1,0.352659154,0,0.294089288,0.978308638,0.7
1,0.338970269,0,0.293934726,0.910328409,0.693604951
1,0.325346176,0,0.293780164,0.87000418,0.76
1,0.312635069,0,0.293625603,0.859833909,0.872720779
1,0.299923962,0,0.293471041,0.853232155,0.994115427
1,0.287212855,0,0.293316479,0.868219922,1.085940972
1,0.274501748,0,0.293161917,0.942445053,1.12
1,0.216106322,0.036722886,0.293007355,1.101422437,1.085940972
1,0.1790408,1.818800583,0.292852793,1.253798066,0.994115427
1,0.143983752,2.947888529,0.292698232,1.319637185,0.872720779
1,0.108926704,3.833544862,0.29254367,1.333732822,0.76
1,0.073869655,4.346789239,0.292389108,1.328201623,0.693604951
1,0.048507446,4.464218352,0.292234546,1.229353732,0.7
1,0.074931221,4.189232538,0.292079984,1.245768905,0.786779807
1,0.111049836,3.51969444,0.291925422,1.263433059,0.94
1,0.14716845,2.513887904,0.291770861,1.243806221,1.127279221
1,0.183294837,1.350738967,0.291616299,1.236133912,1.305884573
1,0.224275795,0,0.291461737,1.294835999,1.43367427
1,0.285255273,0,0.291307175,1.395111296,1.48
1,0.284303827,0,0.291152613,1.395111296,1.43367427
1,0.28335238,0,0.290998051,1.364422059,1.305884573
1,0.282400933,0,0.29084349,1.312321727,1.127279221
1,0.281449486,0,0.290688928,1.247553163,0.94
1,0.280498039,0,0.290534366,1.120870848,0.786779807
1,0.279546592,0,0.290379804,0.989549463,0.7
